index,ticker,sectorKey,industryKey
1219,RIME,technology,consumer-electronics
1220,MCRB,healthcare,biotechnology
1221,UBFO,financial-services,banks-regional
1222,MYRG,industrials,engineering-construction
1223,OXSQ,financial-services,asset-management
1225,LINC,consumer-defensive,education-training-services
1226,ISBA,financial-services,banks-regional
1227,QIPT,healthcare,medical-distribution
1228,FLL,consumer-cyclical,resorts-casinos
1229,PGC,financial-services,banks-regional
1232,SILC,technology,communication-equipment
1233,WSFS,financial-services,banks-regional
1234,CCEC,industrials,marine-shipping
1235,PDSB,healthcare,biotechnology
1236,CYTK,healthcare,biotechnology
1238,OPRX,healthcare,health-information-services
1239,IPM,technology,software-application
1240,PROP,energy,oil-gas-e-p
1241,CNET,communication-services,advertising-agencies
1242,TRMB,technology,scientific-technical-instruments
1243,PLUR,healthcare,biotechnology
1244,SNBR,consumer-cyclical,furnishings-fixtures-appliances
1245,SAIA,industrials,trucking
1246,TTGT,technology,information-technology-services
1247,PTCT,healthcare,biotechnology
1248,MRCC,financial-services,asset-management
1249,ENPH,technology,solar
1250,KHC,consumer-defensive,packaged-foods
1251,APOG,industrials,building-products-equipment
1252,POET,technology,semiconductors
1253,THFF,financial-services,banks-regional
1254,SYTA,technology,communication-equipment
1255,CFFN,financial-services,banks-regional
1256,GAIN,financial-services,asset-management
1257,ADSK,technology,software-application
1259,EVGN,healthcare,biotechnology
1260,BLDP,industrials,electrical-equipment-parts
1261,KINS,financial-services,insurance-property-casualty
1263,ALDX,healthcare,biotechnology
1264,QQQX,financial-services,asset-management
1266,MU,technology,semiconductors
1267,SYPR,consumer-cyclical,auto-parts
1268,HURN,industrials,consulting-services
1270,IDCC,technology,software-application
1271,CREX,technology,software-application
1272,CTRN,consumer-cyclical,apparel-retail
1273,MTSI,technology,semiconductors
1274,HBNC,financial-services,banks-regional
1275,NECB,financial-services,banks-regional
1276,ANY,financial-services,capital-markets
1277,ACNT,basic-materials,chemicals
1278,MOMO,communication-services,internet-content-information
1279,VNET,technology,information-technology-services
1281,SPWH,consumer-cyclical,specialty-retail
1282,OXLC,financial-services,asset-management
1283,DRIO,healthcare,health-information-services
1284,CGC,healthcare,drug-manufacturers-specialty-generic
1285,MLCO,consumer-cyclical,resorts-casinos
1286,CHTR,communication-services,telecom-services
1287,MTEX,consumer-defensive,food-distribution
1288,QLYS,technology,software-infrastructure
1289,PAGP,energy,oil-gas-midstream
1290,ACB,healthcare,drug-manufacturers-specialty-generic
1291,ASMB,healthcare,biotechnology
1292,ALTO,basic-materials,specialty-chemicals
1295,GEG,financial-services,asset-management
1296,EFSI,financial-services,banks-regional
1297,OSBC,financial-services,banks-regional
1298,MGIC,technology,information-technology-services
1299,BATRA,communication-services,entertainment
1300,CCD,financial-services,asset-management
1301,VLY,financial-services,banks-regional
1302,HFBL,financial-services,banks-regional
1303,SENEB,consumer-defensive,packaged-foods
1304,HIMX,technology,semiconductors
1305,WING,consumer-cyclical,restaurants
1306,CRIS,healthcare,biotechnology
1307,BOOM,industrials,conglomerates
1308,FGNX,financial-services,asset-management
1309,SGRP,industrials,specialty-business-services
1310,MANH,technology,software-application
1311,MBWM,financial-services,banks-regional
1312,WASH,financial-services,banks-regional
1313,FMBH,financial-services,banks-regional
1314,RBBN,technology,software-application
1315,RICK,consumer-cyclical,restaurants
1316,NXPL,technology,software-application
1317,MXL,technology,semiconductors
1318,CSQ,financial-services,asset-management
1319,VKTX,healthcare,biotechnology
1320,BEEM,technology,solar
1321,NVFY,consumer-cyclical,furnishings-fixtures-appliances
1322,VYGR,healthcare,biotechnology
1323,AKBA,healthcare,drug-manufacturers-specialty-generic
1324,VTRS,healthcare,drug-manufacturers-specialty-generic
1325,AVTX,healthcare,biotechnology
1326,CRAI,industrials,consulting-services
1327,PFIS,financial-services,banks-regional
1329,SRPT,healthcare,biotechnology
1330,CHSCM,consumer-defensive,farm-products
1331,CSGP,real-estate,real-estate-services
1332,SHOP,technology,software-application
1333,RMTI,healthcare,drug-manufacturers-specialty-generic
1334,TEAM,technology,software-application
1335,GTIM,consumer-cyclical,restaurants
1336,AEHR,technology,semiconductor-equipment-materials
1337,TFSL,financial-services,banks-regional
1338,FWONK,communication-services,entertainment
1340,BLBD,industrials,farm-heavy-construction-machinery
1341,FRBA,financial-services,banks-regional
1343,DENN,consumer-cyclical,restaurants
1344,IBOC,financial-services,banks-regional
1345,VTGN,healthcare,biotechnology
1346,DOMH,financial-services,capital-markets
1347,KOSS,technology,consumer-electronics
1348,CDNS,technology,software-application
1349,TREE,financial-services,financial-conglomerates
1350,ABVC,healthcare,biotechnology
1351,EDIT,healthcare,biotechnology
1352,SPCB,industrials,security-protection-services
1353,ADVM,healthcare,biotechnology
1354,INGN,healthcare,medical-devices
1355,SBAC,real-estate,reit-specialty
1356,ERNA,healthcare,biotechnology
1357,QRHC,industrials,waste-management
1358,NAVI,financial-services,credit-services
1359,IRIX,healthcare,medical-devices
1360,GRCE,healthcare,biotechnology
1361,VSEC,industrials,aerospace-defense
1362,CSX,industrials,railroads
1363,MRVL,technology,semiconductors
1365,FCUV,technology,scientific-technical-instruments
1366,NWL,consumer-defensive,household-personal-products
1367,DXLG,consumer-cyclical,apparel-retail
1368,CHW,financial-services,asset-management
1369,COCP,healthcare,biotechnology
1370,CLRB,healthcare,biotechnology
1371,CARE,financial-services,banks-regional
1372,CELZ,healthcare,biotechnology
1373,RRR,consumer-cyclical,resorts-casinos
1374,MPB,financial-services,banks-regional
1375,IEP,energy,oil-gas-refining-marketing
1376,CIIT,industrials,integrated-freight-logistics
1377,SVC,real-estate,reit-hotel-motel
1379,LTRX,technology,communication-equipment
1380,LGIH,consumer-cyclical,residential-construction
1381,ICCC,healthcare,biotechnology
1382,BCDA,healthcare,biotechnology
1383,FCCO,financial-services,banks-regional
1384,ISRG,healthcare,medical-instruments-supplies
1385,CBFV,financial-services,banks-regional
1386,PRTS,consumer-cyclical,auto-parts
1387,CENT,consumer-defensive,packaged-foods
1388,TNXP,healthcare,biotechnology
1389,RUN,technology,solar
1390,VRSK,industrials,consulting-services
1391,ADAP,healthcare,biotechnology
1393,CDXS,healthcare,biotechnology
1394,VCYT,healthcare,diagnostics-research
1395,OVLY,financial-services,banks-regional
1396,ACTG,industrials,business-equipment-supplies
1397,FLWS,consumer-cyclical,specialty-retail
1398,META,communication-services,internet-content-information
1399,MDXG,healthcare,biotechnology
1400,EDUC,communication-services,publishing
1401,ZUMZ,consumer-cyclical,apparel-retail
1402,RELL,technology,electronic-components
1403,DTST,technology,information-technology-services
1405,SINT,healthcare,medical-devices
1406,PMCB,healthcare,biotechnology
1407,FULT,financial-services,banks-regional
1408,WEYS,consumer-cyclical,footwear-accessories
1409,MRKR,healthcare,biotechnology
1410,HROW,healthcare,drug-manufacturers-specialty-generic
1411,ZG,communication-services,internet-content-information
1412,HRTX,healthcare,biotechnology
1413,LFVN,consumer-defensive,packaged-foods
1414,PRTA,healthcare,biotechnology
1415,IRBT,consumer-cyclical,furnishings-fixtures-appliances
1416,CHRW,industrials,integrated-freight-logistics
1417,AWRE,technology,software-application
1418,CZFS,financial-services,banks-regional
1419,NRC,healthcare,health-information-services
1420,EEFT,technology,software-infrastructure
1421,FMAO,financial-services,banks-regional
1423,CREG,utilities,utilities-renewable
1424,PPC,consumer-defensive,packaged-foods
1425,KRNY,financial-services,banks-regional
1426,NWBI,financial-services,banks-regional
1427,CTSO,healthcare,medical-devices
1428,ANIP,healthcare,drug-manufacturers-specialty-generic
1429,NTCT,technology,software-infrastructure
1430,IDXX,healthcare,diagnostics-research
1431,MFH,technology,information-technology-services
1433,KGEI,energy,oil-gas-e-p
1434,KRMD,healthcare,medical-instruments-supplies
1435,NATH,consumer-cyclical,restaurants
1436,BFIN,financial-services,banks-regional
1437,MRTN,industrials,trucking
1438,XEL,utilities,utilities-regulated-electric
1440,GEOS,energy,oil-gas-equipment-services
1441,BUSE,financial-services,banks-regional
1442,BCAL,financial-services,banks-regional
1444,AUBN,financial-services,banks-regional
1446,DXR,healthcare,medical-instruments-supplies
1447,TOUR,consumer-cyclical,travel-services
1448,PZZA,consumer-cyclical,restaurants
1449,ACRS,healthcare,biotechnology
1450,NTES,communication-services,electronic-gaming-multimedia
1452,SOTK,technology,scientific-technical-instruments
1453,NEON,technology,electronic-components
1454,NBIX,healthcare,drug-manufacturers-specialty-generic
1455,LWLG,basic-materials,specialty-chemicals
1456,BOTJ,financial-services,banks-regional
1458,VRNT,technology,software-infrastructure
1459,KDP,consumer-defensive,beverages-non-alcoholic
1460,ASPS,real-estate,real-estate-services
1461,IBIO,healthcare,biotechnology
1462,PSMT,consumer-defensive,discount-stores
1463,FIVE,consumer-cyclical,specialty-retail
1464,FARM,consumer-defensive,packaged-foods
1465,EPSN,energy,oil-gas-e-p
1466,ATOS,healthcare,biotechnology
1467,LSBK,financial-services,banks-regional
1468,WVVI,consumer-defensive,beverages-wineries-distilleries
1469,EVOK,healthcare,drug-manufacturers-specialty-generic
1470,SPSC,technology,software-application
1471,KLAC,technology,semiconductor-equipment-materials
1472,HGBL,financial-services,capital-markets
1473,FIVN,technology,software-infrastructure
1474,JBHT,industrials,integrated-freight-logistics
1475,UMBF,financial-services,banks-regional
1476,DGLY,communication-services,internet-content-information
1477,CHSCP,consumer-defensive,farm-products
1478,FRPH,real-estate,real-estate-services
1479,BWFG,financial-services,banks-regional
1480,ALTS,technology,software-application
1481,NIXX,industrials,staffing-employment-services
1482,GROW,financial-services,asset-management
1484,EU,energy,uranium
1486,JACK,consumer-cyclical,restaurants
1487,ZNB,communication-services,entertainment
1489,RUSHB,consumer-cyclical,auto-truck-dealerships
1490,EKSO,healthcare,medical-instruments-supplies
1491,STRA,consumer-defensive,education-training-services
1492,PEP,consumer-defensive,beverages-non-alcoholic
1493,VOD,communication-services,telecom-services
1494,CNVS,communication-services,entertainment
1495,TCRT,healthcare,biotechnology
1496,ANIX,healthcare,biotechnology
1497,LXRX,healthcare,biotechnology
1498,STLD,basic-materials,steel
1499,EGBN,financial-services,banks-regional
1500,AZTA,healthcare,medical-instruments-supplies
1501,LQDT,consumer-cyclical,internet-retail
1502,DMAC,healthcare,biotechnology
1503,HBIO,healthcare,medical-instruments-supplies
1504,CPRX,healthcare,biotechnology
1506,MTLS,technology,software-application
1507,SWKH,financial-services,asset-management
1508,ASRT,healthcare,drug-manufacturers-specialty-generic
1509,FDBC,financial-services,banks-regional
1510,PTEN,energy,oil-gas-drilling
1511,TRUP,financial-services,insurance-property-casualty
1512,CIVB,financial-services,banks-regional
1514,COFS,financial-services,banks-regional
1515,EXAS,healthcare,diagnostics-research
1516,NVAX,healthcare,biotechnology
1517,CRWS,consumer-cyclical,furnishings-fixtures-appliances
1518,APDN,healthcare,diagnostics-research
1519,VNOM,energy,oil-gas-midstream
1520,HFWA,financial-services,banks-regional
1522,USLM,basic-materials,building-materials
1523,PPIH,industrials,building-products-equipment
1524,PRHI,financial-services,insurance-property-casualty
1525,AMKR,technology,semiconductor-equipment-materials
1526,GREE,financial-services,capital-markets
1527,FBIZ,financial-services,banks-regional
1528,RVYL,technology,software-infrastructure
1530,AGEN,healthcare,biotechnology
1531,IRD,healthcare,biotechnology
1532,ALRM,technology,software-application
1533,IROQ,financial-services,banks-regional
1534,ESOA,industrials,engineering-construction
1535,DARE,healthcare,biotechnology
1536,RILY,financial-services,financial-conglomerates
1537,XENE,healthcare,biotechnology
1538,BRID,consumer-defensive,packaged-foods
1539,SSRM,basic-materials,gold
1540,WULF,financial-services,capital-markets
1541,MLCI,financial-services,asset-management
1542,FITBI,financial-services,banks-regional
1543,KALV,healthcare,biotechnology
1544,IBKR,financial-services,capital-markets
1545,KPTI,healthcare,biotechnology
1546,TRIP,consumer-cyclical,travel-services
1547,MCHP,technology,semiconductors
1548,ADI,technology,semiconductors
1549,INTZ,technology,software-infrastructure
1550,OCFC,financial-services,banks-regional
1551,CMCT,real-estate,reit-office
1552,AUDC,technology,communication-equipment
1553,ICMB,financial-services,asset-management
1554,ELSE,technology,scientific-technical-instruments
1555,GRVY,communication-services,electronic-gaming-multimedia
1556,RLMD,healthcare,biotechnology
1557,CMCSA,communication-services,telecom-services
1558,NRIM,financial-services,banks-regional
1559,SHEN,communication-services,telecom-services
1560,Z,communication-services,internet-content-information
1561,XWEL,healthcare,diagnostics-research
1562,DPZ,consumer-cyclical,restaurants
1564,ITRN,technology,scientific-technical-instruments
1566,SLNH,financial-services,capital-markets
1567,AVAV,industrials,aerospace-defense
1568,CLMB,technology,electronics-computer-distribution
1569,SOHO,real-estate,reit-hotel-motel
1570,RCKY,consumer-cyclical,footwear-accessories
1571,KE,industrials,electrical-equipment-parts
1572,BLMN,consumer-cyclical,restaurants
1573,MGPI,consumer-defensive,beverages-wineries-distilleries
1574,FDUS,financial-services,asset-management
1575,AVXL,healthcare,biotechnology
1576,WBD,communication-services,entertainment
1577,STKS,consumer-cyclical,restaurants
1578,PAA,energy,oil-gas-midstream
1579,ACNB,financial-services,banks-regional
1580,RVSB,financial-services,banks-regional
1582,ADMA,healthcare,biotechnology
1583,TSBK,financial-services,banks-regional
1584,EGHT,technology,software-application
1585,CTAS,industrials,specialty-business-services
1586,LIVE,consumer-cyclical,home-improvement-retail
1587,ALNT,technology,electronic-components
1588,MLKN,consumer-cyclical,furnishings-fixtures-appliances
1589,XTIA,industrials,aerospace-defense
1590,GPRO,technology,consumer-electronics
1591,FWRD,industrials,integrated-freight-logistics
1592,MELI,consumer-cyclical,internet-retail
1593,VRTX,healthcare,biotechnology
1594,LOCO,consumer-cyclical,restaurants
1595,CSGS,technology,software-infrastructure
1596,DOOO,consumer-cyclical,recreational-vehicles
1597,XNET,technology,software-infrastructure
1599,GWAV,industrials,waste-management
1600,NDLS,consumer-cyclical,restaurants
1602,SPOK,healthcare,health-information-services
1604,INVA,healthcare,biotechnology
1605,PTC,technology,software-application
1606,SUPN,healthcare,drug-manufacturers-specialty-generic
1607,NERV,healthcare,biotechnology
1608,RIGL,healthcare,biotechnology
1609,GDC,communication-services,electronic-gaming-multimedia
1610,ASND,healthcare,biotechnology
1611,GDEN,consumer-cyclical,resorts-casinos
1612,SBET,consumer-cyclical,gambling
1613,INVE,industrials,building-products-equipment
1614,OCGN,healthcare,biotechnology
1615,TTMI,technology,electronic-components
1616,KPRX,healthcare,biotechnology
1617,COO,healthcare,medical-instruments-supplies
1618,ACAD,healthcare,biotechnology
1621,CCBG,financial-services,banks-regional
1622,FAST,industrials,industrial-distribution
1623,ONCY,healthcare,biotechnology
1624,HAS,consumer-cyclical,leisure
1625,DORM,consumer-cyclical,auto-parts
1626,OXBR,financial-services,insurance-reinsurance
1628,MCHB,financial-services,banks-regional
1629,LPSN,technology,software-application
1630,SHIP,industrials,marine-shipping
1631,GLRE,financial-services,insurance-reinsurance
1632,SRDX,healthcare,medical-devices
1633,BTCS,financial-services,capital-markets
1635,PATK,consumer-cyclical,furnishings-fixtures-appliances
1637,IOSP,basic-materials,specialty-chemicals
1638,ATLC,financial-services,credit-services
1639,BGFV,consumer-cyclical,specialty-retail
1640,LITE,technology,communication-equipment
1642,FVCB,financial-services,banks-regional
1643,UTHR,healthcare,drug-manufacturers-specialty-generic
1644,STEX,financial-services,capital-markets
1645,TSAT,technology,communication-equipment
1646,USEG,energy,oil-gas-e-p
1647,CCLD,healthcare,health-information-services
1648,KMDA,healthcare,drug-manufacturers-specialty-generic
1649,CLWT,industrials,pollution-treatment-controls
1650,NKSH,financial-services,banks-regional
1651,VBTX,financial-services,banks-regional
1652,HTLD,industrials,trucking
1653,NDSN,industrials,specialty-industrial-machinery
1654,CHRD,energy,oil-gas-e-p
1655,CHKP,technology,software-infrastructure
1656,COLM,consumer-cyclical,apparel-manufacturing
1657,EXPE,consumer-cyclical,travel-services
1658,SAIC,technology,information-technology-services
1659,CYRX,industrials,integrated-freight-logistics
1660,SABR,technology,software-infrastructure
1661,APPF,technology,software-application
1662,CERS,healthcare,medical-devices
1663,FEIM,technology,communication-equipment
1664,MFIC,financial-services,asset-management
1665,CNTY,consumer-cyclical,resorts-casinos
1666,FRST,financial-services,banks-regional
1667,SONN,healthcare,biotechnology
1668,IZEA,communication-services,internet-content-information
1669,TSCO,consumer-cyclical,specialty-retail
1670,ARCB,industrials,trucking
1671,STRL,industrials,engineering-construction
1672,EPIX,healthcare,biotechnology
1673,LE,consumer-cyclical,apparel-retail
1674,LMB,industrials,building-products-equipment
1675,ATRA,healthcare,biotechnology
1676,NWFL,financial-services,banks-regional
1677,ULH,industrials,trucking
1678,WHLR,real-estate,reit-retail
1679,URBN,consumer-cyclical,apparel-retail
1680,CENTA,consumer-defensive,packaged-foods
1681,TPCS,industrials,metal-fabrication
1682,MGRC,industrials,rental-leasing-services
1683,RMNI,technology,software-application
1686,BFC,financial-services,banks-regional
1687,FIEE,technology,communication-equipment
1688,MERC,basic-materials,paper-paper-products
1689,STGW,communication-services,advertising-agencies
1691,PCRX,healthcare,drug-manufacturers-specialty-generic
1692,ALM,basic-materials,other-industrial-metals-mining
1693,EML,industrials,tools-accessories
1694,PRDO,consumer-defensive,education-training-services
1695,AXTI,technology,semiconductor-equipment-materials
1696,CASY,consumer-cyclical,specialty-retail
1697,IAC,communication-services,internet-content-information
1698,AEP,utilities,utilities-regulated-electric
1699,CHDN,consumer-cyclical,gambling
1700,CNOB,financial-services,banks-regional
1701,ODP,consumer-cyclical,specialty-retail
1702,EVRG,utilities,utilities-regulated-electric
1703,RARE,healthcare,biotechnology
1705,BOKF,financial-services,banks-regional
1706,CSTE,industrials,building-products-equipment
1707,OBT,financial-services,banks-regional
1708,ELTK,technology,electronic-components
1710,ABTS,financial-services,capital-markets
1711,QUBT,technology,computer-hardware
1712,CCOI,communication-services,telecom-services
1714,TBCH,technology,consumer-electronics
1715,MMSI,healthcare,medical-instruments-supplies
1717,CLIR,industrials,pollution-treatment-controls
1718,OCUL,healthcare,biotechnology
1719,VNDA,healthcare,biotechnology
1721,TZOO,communication-services,internet-content-information
1722,IPGP,technology,semiconductor-equipment-materials
1723,QRVO,technology,semiconductors
1724,HTHT,consumer-cyclical,lodging
1725,EBAY,consumer-cyclical,internet-retail
1726,BIIB,healthcare,drug-manufacturers-general
1727,NTIC,basic-materials,specialty-chemicals
1728,ALLT,technology,software-infrastructure
1729,BBGI,communication-services,broadcasting
1730,ROST,consumer-cyclical,apparel-retail
1731,POWL,industrials,electrical-equipment-parts
1732,RGEN,healthcare,medical-instruments-supplies
1733,APWC,industrials,electrical-equipment-parts
1735,BLIN,technology,software-infrastructure
1736,CRUS,technology,semiconductors
1737,UONE,communication-services,broadcasting
1738,INBK,financial-services,banks-regional
1739,TIPT,financial-services,insurance-specialty
1740,NXPI,technology,semiconductors
1741,CDNA,healthcare,diagnostics-research
1742,ETSY,consumer-cyclical,internet-retail
1743,MTRX,industrials,engineering-construction
1744,CALM,consumer-defensive,farm-products
1745,MIGI,financial-services,capital-markets
1747,PSIX,industrials,specialty-industrial-machinery
1748,CTXR,healthcare,biotechnology
1750,ACIW,technology,software-infrastructure
1751,GASS,industrials,marine-shipping
1752,IMUX,healthcare,biotechnology
1753,CSPI,technology,information-technology-services
1754,SIEB,financial-services,capital-markets
1755,TENX,healthcare,biotechnology
1756,FSLR,technology,solar
1757,ADUS,healthcare,medical-care-facilities
1758,RDGT,healthcare,pharmaceutical-retailers
1759,OPCH,healthcare,medical-care-facilities
1760,BCML,financial-services,banks-regional
1761,AUPH,healthcare,biotechnology
1762,LPLA,financial-services,capital-markets
1763,INDB,financial-services,banks-regional
1764,ENLV,healthcare,biotechnology
1765,LDWY,communication-services,advertising-agencies
1766,BELFA,technology,electronic-components
1767,SYRE,healthcare,biotechnology
1768,ARTW,industrials,farm-heavy-construction-machinery
1769,STRT,consumer-cyclical,auto-parts
1770,MIND,technology,scientific-technical-instruments
1771,QCOM,technology,semiconductors
1772,ACHC,healthcare,medical-care-facilities
1773,LIXT,healthcare,biotechnology
1774,MCHX,communication-services,advertising-agencies
1776,EWBC,financial-services,banks-regional
1777,BRKR,healthcare,medical-devices
1778,PBYI,healthcare,biotechnology
1779,MSTR,technology,software-application
1780,HUBG,industrials,integrated-freight-logistics
1781,XELB,consumer-cyclical,apparel-manufacturing
1782,MITK,technology,software-application
1785,NAII,consumer-defensive,packaged-foods
1786,FSTR,industrials,railroads
1787,ATXS,healthcare,biotechnology
1788,AAL,industrials,airlines
1789,CARM,healthcare,biotechnology
1790,ASRV,financial-services,banks-regional
1791,MNST,consumer-defensive,beverages-non-alcoholic
1792,AAOI,technology,communication-equipment
1793,PLUS,technology,software-application
1794,DGICA,financial-services,insurance-property-casualty
1795,KOPN,technology,electronic-components
1796,SBLK,industrials,marine-shipping
1799,IPDN,industrials,staffing-employment-services
